Nazwa Gminy; Liczba Hexagonów
Mogilno;6;54;380;2669;18677
Szczecinek;17;131;923;6457;45206
Skierbieszów;4;30;200;1401;9779
Kaliska;4;23;171;1196;8413
Subkowy;2;17;121;843;5911
Latowicz;3;24;168;1185;8263
Grójec;3;25;175;1250;8712
Żołynia;1;11;79;546;3843
Szubin;11;73;505;3508;24595
Wąpielsk;3;20;145;1018;7084
Połczyn-Zdrój;9;76;536;3704;25976
Stary Zamość;2;21;142;972;6829
Zwierzyniec;5;31;224;1557;10874
Żary;1;6;48;354;2483
Wiśniewo;3;21;152;1054;7352
Stupsk;3;25;175;1223;8587
Nasielsk;6;43;301;2117;14824
Serock;4;24;161;1121;7880
Solec nad Wisłą;3;27;190;1317;9218
Biały Dunajec;1;6;49;342;2378
Chojnów;6;50;354;2471;17243
Lubań;0;3;19;153;1095
Kamień Krajeński;5;34;246;1725;12051
Pruszcz;4;30;216;1518;10609
Żary;13;75;532;3761;26324
Sława;11;71;479;3370;23640
Kluki;5;26;168;1172;8233
Nowe Ostrowy;2;15;105;731;5139
Lelis;4;40;300;2074;14545
Boguty-Pianki;3;17;132;930;6483
Wadowice;3;23;157;1107;7762
Biskupice;2;10;57;399;2777
Lubomierz;4;26;189;1322;9227
Łysomice;5;25;188;1309;9149
Rokitno;6;29;204;1438;10019
Kutno;4;27;184;1252;8784
Wiązowna;2;22;148;1047;7294
Bieżuń;3;27;183;1293;9014
Krasne;1;8;57;379;2679
Cieszków;4;20;144;1028;7202
Krośnice;7;36;264;1833;12832
Bielsko-Biała;4;26;174;1208;8451
Biłgoraj;1;4;29;210;1500
Frampol;4;22;152;1077;7583
Księżpol;4;28;198;1409;9858
Rejowiec Fabryczny;0;1;16;123;863
Kłodawa;7;50;356;2499;17527
Świnice Warckie;2;17;133;934;6558
Domaniewice;4;18;128;876;6120
Łyszkowice;2;24;157;1093;7659
Nowosolna;2;10;77;544;3784
Prażmów;3;15;129;882;6206
Brudzeń Duży;4;35;241;1684;11776
Mszczonów;4;31;220;1552;10867
Dynów;2;24;162;1159;8095
Juchnowiec Kościelny;5;34;252;1769;12340
Sadlinki;5;24;170;1202;8427
Barcin;3;26;179;1274;8942
Buczkowice;0;4;29;198;1385
Skwierzyna;8;59;431;3018;21122
Siedlisko;3;22;134;947;6617
Słupno;1;16;107;752;5266
Joniec;2;17;106;742;5220
Płońsk;4;32;225;1576;10989
Pawłowiczki;4;30;216;1514;10634
Strzeleczki;4;23;162;1149;8053
Walce;1;13;98;687;4813
Sanok;1;7;51;359;2529
Bojanów;4;36;256;1789;12481
Frysztak;3;18;126;895;6261
Czudec;4;18;120;830;5810
Niebylec;3;20;142;1013;7093
Bielsk Podlaski;1;5;43;304;2129
Rudka;1;14;103;732;5118
Chełmno;1;3;19;135;945
Dołhobyczów;7;43;299;2111;14800
Krzeszyce;8;43;294;2069;14475
Dobroń;2;18;141;986;6912
Dłutów;2;19;145;1018;7161
Raszyn;1;7;64;431;3015
Chorzele;10;80;557;3887;27183
Łambinowice;3;23;174;1238;8680
Korfantów;6;37;254;1777;12415
Nysa;6;43;307;2156;15096
Skoroszyce;2;21;149;1034;7211
Świdnica;1;5;32;218;1529
Marcinowice;2;20;142;982;6913
Oborniki Śląskie;4;31;222;1556;10894
Skoczów;2;11;90;622;4349
Kraśnik;1;4;35;259;1801
Szastarka;2;13;104;719;5056
Żółkiewka;3;26;187;1298;9086
Przysucha;5;38;270;1869;13030
Gielniów;3;16;117;802;5613
Gzy;2;23;163;1138;7991
Olesno;7;49;342;2395;16757
Murów;4;31;231;1616;11314
Brzesko;2;21;144;999;7007
Bochnia;0;0;0;0;0
Przytuły;2;16;111;777;5419
Jedwabne;4;34;239;1660;11596
Jedlina-Zdrój;1;4;25;184;1286
Blachownia;2;12;91;640;4502
Janów;6;33;214;1493;10433
Lelów;5;24;173;1212;8535
Mykanów;4;29;200;1422;9924
Zakrzówek;3;24;144;1001;7016
Niedźwiada;3;20;141;974;6809
Kargowa;4;29;196;1347;9377
Dalików;3;23;164;1161;8119
Kowala;2;15;108;737;5135
Bolesław;0;6;49;351;2427
Jaświły;6;40;274;1887;13222
Kobierzyce;5;32;219;1519;10612
Recz;7;43;275;1928;13451
Studzienice;6;40;277;1933;13514
Przedbórz;5;38;271;1895;13298
Zakrzew;3;19;134;956;6717
Jemielnica;4;22;160;1133;7926
Grodków;9;59;419;2917;20412
Lewin Brzeski;5;32;233;1629;11444
Bobowa;2;10;69;486;3398
Iwanowice;2;14;97;685;4798
Krynki;5;34;249;1737;12162
Suchowola;8;54;384;2693;18888
Bolesławiec;11;68;482;3382;23714
Warta Bolesławiecka;4;23;158;1121;7820
Nowogrodziec;5;38;265;1827;12769
Raciążek;1;8;50;365;2561
Cyców;4;31;211;1492;10463
Serokomla;1;15;113;815;5687
Łuków;12;81;547;3870;27105
Klonowa;4;22;136;950;6624
Wróblew;3;26;162;1152;8059
Gozdowo;4;26;191;1338;9332
Bielany;2;23;159;1112;7787
Sokołów Podlaski;6;38;257;1788;12557
Nozdrzec;3;23;170;1171;8221
Jodłowa;1;12;86;590;4139
Dębica;0;7;50;334;2328
Igołomia-Wawrzeńczyce;2;13;84;604;4199
Jerzmanowice-Przeginia;2;14;93;654;4590
Wola Mysłowska;5;24;174;1206;8444
Nowa Wieś Lęborska;10;60;423;2970;20744
Będków;1;10;83;587;4087
Rzeczyca;3;22;158;1115;7813
Konopnica;2;17;119;831;5813
Orońsko;3;17;117;830;5836
Chlewiska;4;26;179;1252;8743
Pilzno;5;36;231;1621;11336
Laszki;4;28;193;1352;9469
Jodłownik;2;16;104;715;5007
Łukowica;1;13;94;674;4701
Nowe Piekuty;3;22;161;1122;7863
Rutki;7;42;298;2089;14618
Koronowo;12;90;631;4397;30777
Cedynia;4;39;277;1938;13566
Susz;9;57;401;2789;19511
Lwówek;4;37;273;1916;13401
Spytkowice;1;7;46;313;2200
Czarnków;9;76;531;3688;25828
Krzanowice;1;10;65;472;3315
Hażlach;1;11;69;470;3280
Wisła;5;23;156;1062;7462
Michałowo;12;86;609;4294;30057
Kościelisko;5;26;189;1317;9206
Krościenko nad Dunajcem;2;10;80;546;3863
Międzylesie;6;39;267;1862;13063
Lądek-Zdrój;4;23;166;1173;8168
Bystrzyca Kłodzka;8;68;480;3351;23460
Duszniki-Zdrój;1;5;30;222;1562
Szklarska Poręba;2;14;112;775;5424
Karpacz;1;7;58;401;2779
Otyń;4;20;142;994;6943
Łagów;3;23;160;1120;7848
Lubycza Królewska;7;44;293;2059;14401
Zamość;5;41;278;1951;13697
Knyszyn;4;27;194;1343;9387
Orzesze;2;14;119;826;5780
Bartoszyce;0;2;15;101;721
Szydłów;3;24;155;1073;7513
Pabianice;0;0;0;0;0
Dobrzeń Wielki;2;13;87;621;4297
Czarna Woda;1;7;44;305;2112
Poznań;9;59;392;2756;19310
Nowy Korczyn;5;23;162;1140;7958
Konin;3;17;133;880;6173
Sobków;5;30;213;1473;10300
Oksa;3;19;130;906;6338
Gnojno;3;19;135;963;6727
Skalbmierz;3;19;124;863;6034
Daleszyce;6;46;321;2242;15717
Raków;4;38;266;1875;13125
Strawczyn;3;18;123;854;5996
Ruda Maleniecka;3;23;162;1141;8001
Zagnańsk;4;25;178;1265;8831
Łoniów;4;19;120;863;6005
Obrazów;2;15;104;732;5127
Tarłów;5;30;238;1652;11565
Wąchock;2;15;119;816;5702
Wojciechowice;2;17;123;857;5948
Starachowice;1;7;45;316;2182
Bałtów;3;22;153;1083;7607
Stare Juchy;7;46;303;2122;14854
Radków;3;17;127;896;6223
Secemin;5;35;236;1638;11437
Korsze;7;55;388;2710;18975
Kętrzyn;0;2;19;121;837
Lubomino;6;33;233;1632;11428
Nowe Miasto Lubawskie;1;1;17;114;797
Jeziorany;6;46;331;2296;16016
Janowo;6;42;296;2079;14560
Sorkwity;5;39;283;1988;13918
Grodziczno;5;35;233;1637;11462
Łukta;6;40;282;1984;13891
Szczytno;13;79;554;3878;27164
Purda;9;73;491;3429;24043
Rybno;6;34;227;1601;11235
Płośnica;4;36;244;1706;11925
Działdowo;9;63;443;3119;21857
Chodzież;1;3;19;125;870
Kwilcz;4;35;217;1522;10658
Międzychód;11;67;458;3199;22432
Przygodzice;6;37;241;1664;11670
Raszków;3;27;198;1386;9727
Miasteczko Krajeńskie;2;16;108;733;5084
Gizałki;3;21;158;1119;7813
Wyrzysk;4;33;238;1679;11785
Pobiedziska;4;42;291;2021;14152
Pyzdry;6;31;205;1428;10011
Mieleszyn;5;21;145;1034;7280
Borek Wielkopolski;3;28;189;1322;9292
Brzeziny;6;28;185;1307;9146
Wierzbinek;5;30;222;1534;10774
Szczytniki;3;22;167;1150;8072
Baranów;3;15;110;761;5347
Pępowo;3;19;126;887;6212
Krobia;2;28;189;1327;9291
Piaski;4;20;151;1060;7403
Rychtal;1;20;140;972;6832
Osiek Mały;3;19;125;893;6239
Babiak;2;28;201;1415;9858
Golina;3;22;146;1024;7208
Rozdrażew;2;15;116;807;5663
Śmigiel;6;43;283;1994;13931
Racibórz;2;16;114;764;5362
Pawłowice;3;17;110;757;5324
Bojszowy;0;8;47;322;2248
Miasteczko Śląskie;2;15;93;668;4714
Irządze;1;15;100;698;4871
Gilowice;0;5;39;279;1973
Łochów;8;45;294;2045;14297
Stoczek;5;31;215;1508;10563
Raniżów;2;21;137;952;6697
Kozłów;3;17;124;844;5934
Siepraw;1;7;46;306;2156
Radzyń Chełmiński;3;19;136;962;6754
Gruta;3;26;189;1311;9175
Kołobrzeg;1;8;41;289;2029
Gościno;3;25;180;1259;8819
Kołobrzeg;6;31;223;1554;10919
Siemyśl;3;27;173;1179;8233
Będzino;6;37;259;1812;12676
Sosnowica;6;34;248;1740;12178
Baranów;2;18;123;876;6109
Stężyca;8;37;256;1761;12310
Nowa Karczma;4;25;179;1236;8617
Bolesławiec;1;14;93;646;4517
Ciechanów;3;31;209;1490;10373
Ciechanów;1;7;48;329;2308
Gródek nad Dunajcem;3;16;119;835;5890
Wrocław;9;65;431;2984;20900
Piława Górna;1;5;31;220;1520
Police;9;56;391;2707;18898
Radzyń Podlaski;1;4;26;183;1266
Miłoradz;2;21;146;1008;7054
Ostaszewo;3;14;99;659;4616
Sztutowo;3;24;174;1217;8524
Wieruszów;4;21;144;994;7009
Zgierz;2;7;56;400;2800
Ozorków;4;20;145;994;6960
Zgierz;6;41;288;2029;14218
Jeżów;2;14;92;644;4543
Maciejowice;4;36;252;1764;12303
Sobolew;3;21;142;992;6957
Przelewice;5;35;249;1749;12160
Dobrzany;4;29;205;1455;10148
Dębnica Kaszubska;11;69;470;3277;22889
Ustka;8;49;340;2398;16803
Bobowo;2;10;78;543;3828
Sarnaki;6;43;282;2009;14054
Klucze;4;25;171;1186;8327
Zator;2;12;76;509;3537
Jordanów;0;5;30;209;1468
Bystra-Sidzina;3;16;107;772;5394
Budzów;2;15;104;714;4997
Jeżów Sudecki;2;20;141;971;6813
Kamienna Góra;1;4;24;169;1180
Strzelno;7;42;280;1953;13732
Hanna;4;26;200;1396;9822
Włodawa;0;0;0;0;0
Sułów;4;18;136;915;6424
Halinów;3;12;94;651;4626
Kałuszyn;2;21;142;997;6982
Garbatka-Letnisko;2;16;106;751;5272
Przecław;4;29;189;1326;9289
Polanka Wielka;1;5;35;236;1648
Maków Podhalański;3;21;149;1060;7433
Zembrzyce;1;6;54;369;2567
Skrzyszów;2;17;122;854;5934
Sadki;5;32;229;1615;11316
Borne Sulinowo;15;105;741;5197;36343
Człopa;10;77;532;3717;26090
Lublin;5;32;215;1495;10528
Choczewo;6;43;292;2020;14148
Mikołajki Pomorskie;3;20;138;981;6862
Dzierzgoń;3;28;196;1412;9872
Sztum;7;39;278;1948;13632
Szreńsk;3;24;162;1138;7979
Przyłęk;3;28;187;1333;9321
Wieliszew;2;23;161;1109;7762
Chotcza;3;18;127;896;6261
Wadowice Górne;4;18;119;841;5916
Nisko;4;28;198;1395;9768
Rudnik nad Sanem;2;18;112;796;5600
Wierzchosławice;3;15;101;715;5017
Żabno;1;20;144;1006;6992
Olszyna;2;9;66;469;3308
Dragacz;4;24;173;1203;8444
Bukowiec;4;26;171;1194;8386
Nowe;3;23;162;1128;7869
Resko;9;65;446;3096;21657
Międzyrzec Podlaski;0;3;28;194;1387
Kodeń;5;31;221;1526;10674
Kleszczów;3;23;179;1275;8933
Zelów;5;33;244;1702;11938
Kadzidło;8;55;390;2754;19284
Zielonka;1;18;118;828;5789
Dubiecko;5;29;212;1491;10465
Medyka;1;12;80;582;4047
Jawornik Polski;1;13;87;598;4236
Sieniawa;4;25;186;1290;8990
Tarnów;2;15;101;696;4862
Chełmża;0;1;9;61;424
Cekcyn;8;56;391;2694;18871
Lubiewo;6;35;246;1753;12252
Daszyna;2;17;115;832;5802
Kołbiel;4;22;159;1098;7711
Sobienie-Jeziory;3;21;139;997;6973
Przeworsk;2;17;128;861;6002
Ostrów;3;20;135;946;6633
Wieliczka;3;18;139;958;6722
Bargłów Kościelny;5;41;283;1984;13916
Kostomłoty;6;32;211;1483;10372
Miękinia;5;37;262;1816;12723
Środa Śląska;6;46;316;2175;15218
Bierutów;5;30;213;1496;10458
Dziadowa Kłoda;3;21;155;1092;7635
Międzybórz;2;17;127;893;6217
Boniewo;2;16;114;799;5581
Biszcza;3;21;149;1038;7289
Obsza;4;24;163;1119;7837
Witnica;10;60;418;2941;20591
Chąśno;2;14;103;737;5185
Łowicz;0;0;0;0;0
Wiskitki;4;33;220;1552;10870
Radziejowice;3;16;108;765;5359
Hyżne;3;11;74;504;3518
Sokołów Małopolski;3;26;189;1344;9427
Kwidzyn;7;48;317;2192;15327
Jelcz-Laskowice;6;35;240;1681;11778
Janowiec Wielkopolski;3;28;197;1380;9670
Żnin;7;57;382;2658;18564
Gliwice;4;27;190;1338;9339
Siemianowice Śląskie;1;6;35;251;1764
Nowa Sól;1;5;26;198;1392
Białaczów;4;24;163;1145;8044
Nowy Duninów;6;31;214;1535;10718
Raciąż;10;59;387;2699;18912
Wilków;3;22;141;983;6916
Bukowsko;4;28;187;1312;9160
Zarszyn;2;20;149;1036;7237
Bielsk Podlaski;15;101;711;5037;35266
Polkowice;5;37;247;1725;12093
Radwanice;3;19;126;861;6067
Kondratowice;3;22;144;989;6949
Grudziądz;1;12;87;602;4197
Toruń;4;25;167;1178;8238
Kijewo Królewskie;2;15;106;747;5225
Tarnobrzeg;2;19;125;864;6047
Wojkowice;0;2;17;115;803
Czeladź;0;2;22;162;1134
Psary;2;9;66;462;3241
Sławków;1;7;55;361;2518
Dobiegniew;11;76;537;3732;26057
Drezdenko;13;88;601;4229;29622
Ksawerów;0;4;19;140;986
Pokój;4;29;194;1339;9360
Świerczów;3;20;155;1105;7754
Przemyśl;1;9;67;445;3101
Hajnówka;0;5;33;224;1561
Narew;7;51;358;2520;17693
Siennica Różana;2;21;138;992;6985
Wilkołaz;3;15;116;821;5731
Sulęcin;10;68;477;3333;23369
Wolbórz;4;30;220;1538;10782
Aleksandrów;4;32;217;1468;10269
Odrzywół;5;26;143;1000;7011
Wieniawa;3;20;151;1055;7366
Rudniki;3;22;144;1024;7141
Zębowice;2;19;140;986;6856
Dębno;3;17;115;809;5692
Szczurowa;5;27;190;1312;9233
Nowy Wiśnicz;3;19;121;823;5780
Łapanów;2;14;103;716;4996
Dąbrowa Zielona;3;20;141;1006;7040
Jeziorzany;4;13;91;642;4521
Firlej;3;26;180;1273;8961
Kamionka;3;24;167;1152;8071
Ostrów Lubelski;4;23;175;1234;8614
Serniki;2;19;112;775;5415
Nowogród Bobrzański;8;55;388;2701;18930
Wymiarki;1;12;92;634;4470
Kodrąb;3;22;152;1073;7505
Zatory;3;25;180;1261;8851
Jedlińsk;4;28;202;1406;9824
Tarnów Opolski;3;17;112;815;5695
Rzezawa;2;17;121;856;5982
Dąbrowa Tarnowska;4;26;166;1159;8100
Milejczyce;4;32;225;1563;10968
Drohiczyn;5;45;307;2122;14877
Grodzisk;5;42;306;2124;14848
Nurzec-Stacja;6;44;322;2236;15631
Mietków;2;16;118;837;5826
Sobótka;3;29;192;1349;9417
Pełczyce;6;46;302;2144;15026
Uścimów;3;22;152;1056;7379
Konopnica;4;19;131;935;6522
Głusk;0;0;0;0;0
Jastków;3;21;163;1118;7828
Wojciechów;2;15;115;802;5592
Borzytuchom;4;24;163;1174;8233
Bytów;7;42;306;2137;14982
Żytno;6;40;280;1975;13787
Sieradz;1;11;73;523;3658
Paprotnia;2;17;119;830;5819
Wiśniew;2;25;186;1295;9085
Skórzec;5;25;167;1188;8359
Suchożebry;2;21;147;1024;7159
Zbuczyn;7;43;311;2167;15106
Szczucin;2;25;171;1201;8435
Moszczenica;0;8;51;369;2571
Siemiatycze;10;63;436;3089;21582
Dąbrowa Białostocka;8;58;402;2816;19692
Janów;6;44;313;2197;15357
Osina;3;21;155;1086;7577
Wólka;1;14;103;738;5174
Łuków;1;10;53;369;2613
Krzywda;4;34;228;1627;11432
Lipce Reymontowskie;2;9;58;420;2947
Sierpc;0;5;28;196;1368
Szczutowo;4;25;165;1161;8152
Ceranów;3;23;161;1138;7975
Kosów Lacki;6;43;303;2077;14533
Dydnia;3;27;183;1271;8882
Sułoszowa;1;10;75;534;3720
Raczki;4;30;217;1539;10766
Bądkowo;2;16;119;844;5910
Aleksandrów Kujawski;3;27;201;1390;9732
Brodnica;0;3;33;226;1583
Bartniczka;3;21;124;891;6207
Jabłonowo Pomorskie;4;29;203;1429;9972
Gryfice;9;58;404;2845;19963
Kamień Pomorski;5;46;329;2301;16094
Chodel;3;22;157;1100;7704
Wilków;3;18;109;766;5356
Cedry Wielkie;3;29;194;1355;9471
Chmielno;1;17;121;840;5905
Czarnożyły;2;15;104;723;5065
Młodzieszyn;3;26;175;1222;8546
Rybno;2;14;102;729;5131
Wielka Wieś;1;9;70;491;3453
Dobra;4;22;149;1070;7493
Mszana Dolna;0;5;37;260;1830
Niedźwiedź;3;15;105;721;5042
Tymbark;1;5;42;306;2135
Kulesze Kościelne;2;26;171;1197;8369
Kobylin-Borzymy;4;25;182;1270;8887
Osielsko;3;22;156;1081;7580
Stare Czarnowo;4;32;230;1622;11335
Trzcińsko-Zdrój;4;35;251;1768;12419
Opalenica;3;31;219;1527;10716
Głogów;1;6;53;369;2578
Sępopol;8;54;386;2684;18782
Stargard;0;0;0;0;0
Dobrzyca;4;26;176;1209;8427
Giby;10;68;488;3460;24208
Płaska;10;79;569;3972;27803
Ustroń;1;11;79;568;3966
Białowieża;5;43;300;2115;14824
Krempna;5;39;280;1970;13799
Głubczyce;9;63;417;2912;20377
Branice;2;23;165;1184;8329
Czarny Dunajec;6;44;298;2086;14616
Uście Gorlickie;9;57;398;2782;19464
Mieroszów;4;16;109;765;5380
Radków;4;27;203;1413;9900
Piechowice;1;10;61;431;3005
Zaklików;5;38;288;2005;14022
Komprachcice;2;10;71;497;3494
Tułowice;1;15;116;813;5684
Włocławek;7;48;331;2311;16210
Alwernia;3;16;105;724;5083
Gozdnica;1;5;36;252;1753
Brusy;10;86;623;4342;30324
Kowale Oleckie;9;56;390;2714;19027
Krzykosy;3;22;169;1173;8209
Szemud;5;39;275;1930;13521
Władysławowo;1;8;67;455;3194
Złocieniec;10;60;433;3012;21076
Głogów Małopolski;3;29;201;1399;9768
Nowa Słupia;2;17;126;882;6176
Paszowice;4;19;141;1009;7040
Nieborów;4;21;156;1082;7588
Miastkowo;2;23;169;1214;8461
Śniadowo;4;36;246;1720;12003
Szumowo;5;30;208;1476;10345
Bolimów;2;23;163;1151;8090
Chrząstowice;1;15;117;812;5696
Człuchów;12;84;599;4162;29149
Wierzchowo;7;51;351;2447;17145
Lubawa;1;3;25;179;1281
Suchy Las;4;25;174;1226;8605
Słupia Konecka;2;20;149;1054;7355
Gowarczów;2;21;139;994;7001
Łopuszno;6;38;253;1769;12430
Lipnik;2;16;116;804;5629
Ćmielów;4;26;172;1192;8370
Brody;5;34;227;1618;11330
Pawłów;4;29;196;1360;9477
Łubnice;4;16;113;807;5663
Kunów;2;22;166;1170;8172
Godkowo;6;37;260;1806;12653
Ełk;13;89;637;4429;31009
Moskorzew;2;16;105;724;5088
Lidzbark Warmiński;12;89;619;4336;30343
Giżycko;9;69;491;3483;24373
Ryn;6;42;317;2198;15409
Gietrzwałd;4;36;268;1880;13195
Olecko;9;59;406;2832;19835
Biskupiec;12;65;442;3110;21782
Świętajno;7;44;331;2314;16175
Dąbrówno;4;35;253;1763;12315
Pasym;6;33;226;1593;11112
Stawiguda;8;51;344;2415;16887
Elbląg;2;16;121;859;6008
Banie Mazurskie;6;43;316;2214;15524
Iłowo-Osada;3;22;157;1093;7657
Oborniki;9;72;512;3599;25193
Kuślin;4;24;158;1103;7719
Ryczywół;5;32;233;1607;11230
Święciechowa;3;29;197;1394;9747
Kobyla Góra;4;25;188;1313;9194
Duszniki;6;34;235;1649;11547
Ostroróg;3;16;125;878;6140
Kaźmierz;4;25;187;1324;9261
Śrem;6;44;312;2161;15085
Strzałkowo;3;30;212;1492;10445
Kawęczyn;3;21;148;1026;7189
Brodnica;2;21;142;992;6938
Gołańcz;5;40;286;2023;14122
Nekla;3;20;142;1008;7048
Wągrowiec;12;84;585;4087;28653
Lipka;5;39;290;2056;14404
Złotów;10;70;479;3346;23428
Kiszkowo;3;24;168;1196;8374
Mycielin;3;22;165;1149;8073
Łęka Opatowska;4;16;112;777;5430
Żerków;5;37;252;1775;12426
Pogorzela;3;21;138;983;6873
Grodziec;2;25;177;1219;8507
Kobylin;3;21;164;1143;8021
Gierałtowice;0;7;51;378;2670
Pawonków;2;25;171;1201;8395
Łaziska Górne;1;5;29;202;1397
Lubliniec;3;17;126;875;6146
Ciasna;6;28;194;1334;9320
Ornontowice;1;3;21;146;1029
Jejkowice;0;3;11;73;495
Świerklany;0;4;37;254;1782
Kalety;1;14;108;733;5119
Wodzisław Śląski;2;10;71;482;3412
Czernichów;2;11;80;559;3927
Poręba;2;7;57;403;2793
Łodygowice;1;7;48;347;2413
Milówka;3;18;139;971;6774
Świnna;2;7;55;377;2669
Koszarawa;0;5;43;309;2152
Łękawica;2;9;61;431;2987
Łomianki;1;8;57;394;2761
Dzikowiec;4;25;171;1198;8388
Majdan Królewski;5;30;217;1526;10685
Jasło;0;0;0;0;0
Książ Wielki;3;27;194;1370;9598
Dąbrowa Biskupia;4;31;220;1521;10669
Siemień;4;24;160;1140;7965
Puławy;2;9;72;508;3565
Czemierniki;4;22;157;1094;7660
Kartuzy;6;44;321;2259;15852
Kościerzyna;0;3;25;177;1226
Lipusz;2;24;168;1175;8209
Radzanów;3;18;124;851;5915
Białobrzegi;2;18;113;783;5493
Promna;4;25;177;1227;8595
Stara Błotnica;4;19;140;979;6850
Wyśmierzyce;2;20;154;1071;7499
Regimin;3;24;164;1149;8043
Grudusk;4;20;145;1030;7244
Korczyna;3;17;132;913;6355
Legnica;1;11;81;572;3994
Niemcza;2;14;104;737;5130
Świeszyno;3;30;206;1445;10101
Myślibórz;9;71;504;3535;24763
Nowe Warpno;6;44;307;2149;15063
Kąkolewnica;4;28;214;1517;10614
Dęblin;1;8;60;398;2780
Ułęż;2;16;115;813;5706
Kosakowo;1;11;80;564;3948
Aleksandrów Łódzki;3;27;175;1214;8492
Brzeziny;0;4;31;221;1555
Brzeziny;4;33;218;1541;10804
Łaskarzew;4;16;126;901;6331
Trojanów;5;33;223;1553;10839
Rytro;1;9;57;411;2879
Trawniki;4;18;120;855;5956
Rybczewice;3;18;138;995;6954
Jarczów;3;20;153;1075;7544
Smołdzino;9;59;410;2879;20197
Słupsk;1;11;68;466;3247
Karniewo;3;25;187;1323;9240
Gostynin;1;9;49;343;2392
Grodzisk Mazowiecki;3;22;161;1121;7828
Belsk Duży;3;23;165;1101;7678
Białobrzegi;1;10;79;551;3857
Szaflary;2;12;80;536;3759
Trzyciąż;2;19;138;958;6698
Osiek;1;6;55;389;2725
Oświęcim;1;6;44;303;2116
Bytoń;1;15;109;771;5386
Marianowo;5;21;160;1112;7765
Suchań;4;29;206;1422;10012
Tyszowce;3;24;180;1241;8659
Nielisz;4;23;160;1130;7925
Osieczna;5;25;187;1284;9005
Skarszewy;4;38;261;1830;12847
Dobre;2;25;187;1287;8983
Warka;6;38;284;2027;14191
Kęty;2;13;110;744;5207
Tuchów;1;19;140;975;6855
Ciężkowice;3;22;143;1003;7036
Polanica-Zdrój;0;3;24;161;1118
Rogowo;3;31;211;1460;10192
Świdwin;9;56;391;2716;18998
Reda;1;7;49;359;2506
Gniewino;6;38;277;1927;13498
Wejherowo;1;6;39;258;1823
Rumia;1;7;50;332;2328
Wejherowo;6;45;305;2181;15287
Radzanów;4;22;146;1034;7244
Kazanów;3;19;138;945;6620
Zwoleń;4;32;233;1623;11370
Krzeszów;2;14;89;614;4307
Legnickie Pole;3;19;129;894;6243
Wałcz;19;142;989;6906;48325
Trzebiel;4;36;248;1730;12122
Piotrków Trybunalski;1;12;96;677;4738
Goworowo;7;48;334;2323;16249
Baranowo;6;44;298;2103;14662
Łyse;8;53;378;2648;18546
Strachówka;5;24;159;1123;7870
Marki;1;7;41;283;1972
Kobyłka;1;5;31;208;1454
Tłuszcz;3;21;150;1060;7406
Fredropol;5;31;220;1545;10827
Kańczuga;3;21;147;1050;7278
Wieprz;2;15;107;743;5188
Rudna;4;41;318;2207;15427
Lubicz;2;20;162;1116;7840
Czernikowo;6;37;260;1805;12612
Łubianka;2;18;130;901;6325
Obrowo;5;36;245;1718;11991
Leśna Podlaska;2;19;141;999;6994
Terespol;3;31;216;1487;10400
Kostrzyn nad Odrą;1;10;69;494;3467
Wąsewo;4;23;174;1214;8504
Wyszków;6;37;248;1736;12177
Wielopole Skrzyńskie;3;19;131;914;6382
Nowinka;6;47;314;2165;15169
Sztabin;10;79;554;3903;27310
Dębowa Łąka;2;18;132;925;6450
Baruchowo;4;22;160;1087;7615
Bytom;2;12;94;671;4709
Lubiszyn;6;44;305;2145;15030
Łowicz;1;4;32;237;1664
Bielawy;4;36;244;1704;11923
Zduny;4;29;189;1327;9274
Konstancin-Jeziorna;2;16;118;812;5683
Bulkowo;2;26;181;1231;8611
Gąbin;6;33;220;1545;10805
Warszawa;17;111;765;5358;37437
Baborów;3;24;169;1169;8178
Dobrzyniewo Duże;5;34;245;1706;11949
Oława;6;46;346;2422;16969
Łabiszyn;5;35;251;1768;12384
Gąsawa;3;28;203;1407;9859
Ruda Śląska;3;19;111;777;5442
Świętochłowice;0;2;20;135;916
Bestwina;2;8;52;375;2614
Chełm;8;46;313;2216;15504
Sawin;6;40;278;1913;13401
Hrubieszów;1;7;44;333;2335
Mircze;6;49;334;2368;16601
Pszczew;5;39;265;1871;13057
Reńska Wieś;3;20;134;966;6754
Stalowa Wola;3;18;120;822;5745
Zawady;3;24;169;1182;8271
Zabłudów;12;79;513;3573;24946
Rajgród;6;43;313;2193;15352
Świebodzice;0;6;43;306;2148
Włocławek;2;18;128;885;6170
Stolno;2;19;146;1021;7181
Cybinka;9;59;419;2922;20472
Nowe Miasto;4;24;179;1253;8729
Czerwińsk nad Wisłą;5;29;210;1473;10334
Raciąż;1;2;10;80;574
Piastów;0;1;9;55;384
Kamiennik;3;19;124;880;6158
Pakosławice;2;16;106;719;5031
Gorzyce;3;15;99;693;4851
Solina;7;35;252;1764;12369
Radziłów;5;41;294;2111;14808
Dubicze Cerkiewne;4;35;225;1584;11087
Kolno;9;76;512;3541;24751
Grabowo;5;29;190;1331;9332
Żarów;3;18;127;886;6217
Strumień;2;12;83;589;4086
Koniecpol;5;29;209;1465;10256
Krasnystaw;6;33;218;1527;10620
Świebodzin;7;45;338;2382;16672
Zbąszynek;3;21;143;1006;7029
Gorzkowice;3;19;142;1006;7056
Łęki Szlacheckie;4;22;156;1084;7598
